,index,total_max,r,g,b,r_d,g_d,b_d,peri,x,y,w,h,asp_ratio,rect,circ,lbp_energy,lbp_entropy,contrast,dissimilarity,homogeneity,energy,correlation,gabor_energy,gabor_entropy
0,0,57,247.39513108614233,247.6011235955056,247.33988764044943,3.0063272874631863,3.0433938175241755,3.1148862486344724,4010.102927803993,79,89,863,1448,0.5959944751381215,1.5760956687841052,20.282162488334528,0.14963138437996182,2.774002811450427,84.8162093450432,4.501218747747609,0.35137079323394244,0.07901150511086152,0.9951503556461084,0.5399598134894265,1.2806990876139088
0,0,50,251.11904761904762,251.2218203737191,251.14345991561183,2.9649335031772406,2.929899296385944,2.930463608727497,5167.205518484116,86,132,952,1901,0.5007890583903208,1.7393024249294453,25.660641419861904,0.1508137411317325,2.7681082811513162,81.82029428760924,4.566190907717868,0.34658658047897706,0.08440424991515401,0.9946973772888729,0.47933132218352187,1.4629172788605826
0,0,50,250.984496124031,251.06797853309482,250.9442456768038,2.872732509077183,2.8780884681170598,2.893486503298592,3185.8216191530228,187,81,728,1121,0.6494201605709188,1.4779517363154797,18.38087452177804,0.1533149354445734,2.7566345048642185,65.34764343106755,3.747709999257297,0.3906152115086736,0.10773160477453664,0.9962666141872021,0.5954317464170468,1.1061257700217204
0,0,40,250.93189964157705,251.12939068100357,250.98243727598566,2.8757458706410115,2.894952346947347,2.9211955270056125,3356.7576928138733,178,170,677,1288,0.5256211180124224,1.5767531011536653,20.37507180258421,0.14945798707726826,2.7750084185108586,70.05213087724661,3.9565949094800286,0.37907143840433327,0.09851146241449338,0.9956120200855978,0.5487509790637501,1.2396899251132707
0,0,55,246.86278317152104,247.0097087378641,246.9631067961165,3.3079202817670597,3.2655755098163017,3.0197727134706303,4007.742537379265,119,80,835,1468,0.5688010899182562,1.5654857005656428,20.51333168061832,0.15033907853406864,2.7706609339963606,83.77054683041052,4.542332264903939,0.36066276257967866,0.07747482638245042,0.9948168077456118,0.5040123560787227,1.3766836085138965
0,0,47,248.97308727412533,249.12610534409842,249.0299884659746,2.8042723014692577,2.8163468998847554,2.881196306524377,3240.608417868614,90,94,705,1169,0.6030795551753636,1.4973795925264108,19.080132810846322,0.14954602994165556,2.77451770490031,76.32019432696055,4.380143942791753,0.35357285206244193,0.08967169813527842,0.995531276838206,0.567052312433451,1.2316992727830567
0,0,49,249.35257048092868,249.58009950248757,249.36019900497513,2.8123287906626984,2.8138726446686153,2.8304681961034714,3864.823712706566,70,115,813,1358,0.5986745213549337,1.481294539804825,20.040589148436787,0.14970541330721238,2.7736889747694065,86.83939836855318,4.710541428865444,0.3395116453243616,0.0784598176239946,0.994903831790827,0.5099294944850382,1.3538977405892048
0,0,70,248.97180762852403,249.06605859590934,249.09176340519625,2.863830811151445,2.8854686346334106,2.885484083129772,4539.943544507027,98,123,1018,1583,0.6430827542640556,1.4945444057088748,19.115296333887958,0.14973802364760014,2.7735747165767863,95.01870033294736,4.87993739651758,0.3471992203393134,0.07790296212867838,0.9946022133084627,0.5621208745156265,1.2465808545691468
0,0,57,246.06467661691542,246.36152570480928,246.14068546158097,3.520643757705154,3.442375845088284,3.5267825903342267,5072.35270524025,99,162,1033,1814,0.5694597574421169,1.6352260971285881,22.452209935522564,0.15164207031501734,2.763871000310014,77.64483046500715,4.517996869499603,0.3393347448714035,0.0731975417913774,0.9951292109413977,0.4722253005399129,1.445125415158843
0,0,56,245.17448352875488,245.32774986041318,245.15968732551647,2.8904214149563074,2.8962721599167827,2.8846548539489265,5210.612593650818,104,76,1018,1902,0.5352260778128286,1.5796807328955746,22.150758395915933,0.14978498377491922,2.7733607631520547,79.96641649338198,4.605123364171782,0.3414235824856779,0.07217418662792335,0.9950382370592584,0.48002180826394947,1.445510108802331
0,0,50,248.82874918140143,249.02259332023576,248.8562540929928,2.903683940494304,2.9368735554300027,2.8600799780689403,3420.9343163967133,145,88,778,1200,0.6483333333333333,1.5112811895997436,18.944096836444032,0.1498632045448508,2.772926106159994,75.84599490101809,4.248577509664083,0.3530469118271376,0.08229692218050423,0.9956186830830014,0.5421872053458705,1.258242198502261
0,0,57,251.48388320060675,251.57186196435345,251.47591960561243,2.920938041599223,2.9414480888189956,2.981024611463494,2894.6672936677933,88,125,718,967,0.7425025853154085,1.390178731430322,16.777105279710288,0.148353443304496,2.780300468014878,72.1562019210977,4.244532588101372,0.3501577179429864,0.0849235415470949,0.9956097094521427,0.5604844664418407,1.2501790723999726
0,0,35,250.09369024856596,250.23390694710005,250.04525175270874,2.9032879026937466,2.875375792262074,2.9086130776384835,4936.820742726326,90,67,858,1922,0.4464099895941727,1.7440665866414253,25.776094005841045,0.15001255990645224,2.772114951966863,82.73061105958838,4.658630994201351,0.32961997861161263,0.07413821181682967,0.9945868220354694,0.4283174641729888,1.5953776282804384
0,0,62,249.93927125506073,250.1468286099865,250.0871794871795,3.2345693492548033,3.2164441366601864,3.2636236215628402,5090.962878584862,71,74,1060,1828,0.5798687089715536,1.5134246849244881,20.243174429621988,0.14960353278970895,2.7744812166897646,82.00574344030099,4.7957068083916425,0.33423488287889747,0.07528122934005613,0.9948940256674809,0.49847338175526407,1.42366487688036
0,0,52,250.4267609784851,250.5254936634247,250.31682876510462,3.0078025120369394,2.946024150603124,2.9600149491378454,4404.8136031627655,103,81,909,1627,0.5586969883220652,1.5319841202016828,20.098233984744564,0.14931393068377716,2.7755382512186637,85.94797733698522,4.702984072547023,0.3448706846210391,0.07621217320722302,0.9946035265620582,0.4955485973856309,1.4050458812916793
0,0,50,250.44272691240587,250.6575505350773,250.3559254855331,2.91091635443717,2.874720938897992,2.849813041130602,3329.100840330124,100,107,691,1173,0.5890878090366581,1.5911438549377808,21.756412637167262,0.15139354745503347,2.7655205327141994,86.49975805547915,4.525117236976594,0.34466539060942725,0.08729119887831539,0.9946779464901314,0.5120102528765562,1.35420926648559
0,0,68,248.5356394129979,248.85010482180294,248.6312893081761,2.960747444434503,3.011780675973174,3.0739583830330943,4997.708048582077,87,52,1089,1763,0.6176971072036301,1.5015144914898326,19.53399627798921,0.14953721050209973,2.774391353557836,72.10790541876506,4.495534180827101,0.3343405475661149,0.07459488792075475,0.9951669026814296,0.4715118995013711,1.4818182410824352
0,0,56,244.87650181614976,245.03017602682314,244.90472198938252,2.854945944516802,2.8541299610108974,2.831710341580505,4948.970020532608,88,96,1050,1794,0.5852842809364549,1.613064132508119,20.973433949644107,0.1495666188926155,2.774234659284943,90.65596075288815,4.938263853696247,0.329169115856132,0.06767130289585277,0.9946491967687906,0.4973139810061536,1.3791159707555738
0,0,40,248.44709784411276,248.58474295190712,248.28026533996683,3.417995111533416,3.6144219218913367,4.097006786205219,3956.546577811241,94,67,796,1491,0.533869885982562,1.6237608049056118,21.41725996950389,0.15108500805967034,2.7666464345875266,89.0679628787354,4.779943553026721,0.32934202383438277,0.07597430351469889,0.9948492525184505,0.4882521250392834,1.3852911210911252
0,0,55,250.33560606060607,250.52159090909092,250.3496212121212,3.0029438227158884,2.8765489449415993,2.8220116683883045,3552.147518157959,103,71,710,1273,0.5577376276512176,1.5075806035960224,21.046300921908397,0.14957116452835298,2.7744245278505133,78.24014545833519,4.27859439903524,0.3529737565037614,0.0834605213936366,0.9954315225166684,0.5425423227537247,1.2755093018965373
0,0,57,248.48377581120943,248.75319567354967,248.6057030481809,2.9018663341246125,2.908252723604608,2.90043796729919,3759.0835970640182,103,97,827,1285,0.643579766536965,1.480355972471128,19.68436869313883,0.14962315040108853,2.7739088026393235,70.02512751761552,3.991353120907901,0.36807797350481164,0.08353532628448311,0.9962718480645146,0.5951624769158765,1.1210742554970934
0,0,69,251.65033180193976,251.7718223583461,251.5502807554875,2.6859129307806935,2.651629815990897,2.6564182867409922,5598.970021009445,92,102,1122,2002,0.5604395604395604,1.5178057588592961,21.18241881020773,0.15003148706721212,2.7723445715829067,77.89044913695199,4.497631670851058,0.36264085852809,0.10308003834333924,0.995037511311296,0.6146784463848607,1.1709823512392716
0,0,46,251.54901960784315,251.85351787773934,251.7377931564783,2.821622449717623,2.7848101125746982,2.819794297791973,3354.4490381479263,94,159,710,1215,0.5843621399176955,1.4926935622020538,19.470559424018322,0.14973632038214427,2.773651034046136,77.26375972192884,4.215373034009947,0.3593445013365947,0.09156251718146806,0.9956674588451927,0.5838827956446531,1.1737263198947325
0,0,53,246.8549019607843,247.1155354449472,246.95957767722473,2.888851397375752,2.8907064861927454,2.8801386451014777,4245.735394954681,151,62,864,1566,0.5517241379310345,1.5232939944664765,20.294767407908473,0.14982121415685076,2.773656604474087,74.98286700836901,4.255296336523951,0.3751427565310443,0.07824804513492194,0.9954121183630722,0.5457801666235401,1.2742322378086453
0,0,34,249.47142203932327,249.49382716049382,249.3392775491541,2.7171964926769743,2.766534171936652,2.771949115960796,2567.2114493846893,81,141,557,972,0.573045267489712,1.5685526920007011,19.09417656908965,0.1490537719919293,2.7772688453914975,97.67174640240921,4.493338344902595,0.3589492024614585,0.09700471584385136,0.9944849492812238,0.5553692369047225,1.2292671930966972
0,0,48,252.28773793714032,252.398406374502,252.22886232846392,2.776057307548535,2.7025666372779664,2.794153620693659,2264.8956520557404,101,162,533,793,0.6721311475409836,1.4931923522595596,18.122234952876372,0.1517510710980381,2.7633929151458485,64.27741875566876,3.4315489974719697,0.39788810028580274,0.11747224515296383,0.995816284936497,0.570670448041298,1.2012130593825554
0,0,63,248.79983593109105,248.88050314465409,248.77631938747606,2.9595523195348594,2.942377046484513,2.9677433313855093,4199.316130042076,125,95,910,1517,0.5998681608437706,1.5726564858537586,20.089264532187535,0.15070067936191245,2.7691669509910017,78.2258811039439,4.2011511240407104,0.3793956582765039,0.09111990852915877,0.9954034430290126,0.5683927327438179,1.2202102206104835
0,0,66,246.16861130176162,246.31960649736902,245.98032486845116,2.962463771428478,2.9474350773828335,2.92850473786531,5325.070526003838,207,57,1148,1864,0.6158798283261803,1.5130608293907728,20.050228214979764,0.14999396450743996,2.771966045665275,76.21728204429508,4.5457727585435475,0.3334029152872964,0.06729121392622793,0.9952600143942218,0.483230370717768,1.4299717484302605
0,0,55,251.7307963354475,251.79140239605357,251.5891472868217,3.2140566808570754,3.4493130093853406,4.070624427372007,5327.9578313827515,92,125,1088,1900,0.5726315789473684,1.5407950687402405,21.15845447416626,0.15132535390914478,2.7653645203646438,78.11953036950038,4.400702358883072,0.35054700730560695,0.09045302458610843,0.995537130213347,0.5534337477474017,1.241423300012277
0,0,56,249.0099142550911,249.15916398713827,248.9694533762058,2.9911728465615064,2.991568026672641,2.953213124924082,4920.619733095169,112,78,1048,1754,0.5974914481185861,1.5262368242976765,20.103453233968565,0.14844525878329,2.77973025176464,83.76005425129713,4.6384562360134645,0.33154567830617765,0.07220007601795737,0.9947282386667435,0.49267807854768575,1.430201035502872
0,0,68,253.31619718309858,253.31572769953053,253.3469483568075,1.9839190594271385,1.9586300091408062,1.9419516300575603,6510.516263484955,130,84,1182,2257,0.5237040319007532,1.744659144639133,27.719948033202407,0.150729571449077,2.76851326324421,65.99718747790101,4.069827501243111,0.35114561479880174,0.06909233449021314,0.995168844593878,0.40329285061392667,1.674428362302129
0,0,42,245.42222222222222,245.60644122383252,245.42705314009663,2.924463239444471,2.9085398816802823,2.9319566123812737,4609.825795531273,123,83,834,1781,0.4682762492981471,1.5958541317936563,22.831384597441584,0.15038373541739192,2.7702615946187708,86.50719003817974,4.671305768791906,0.33753396482248965,0.06924790369348872,0.9948619679857887,0.4793223587220329,1.4087890936652825
0,0,54,249.58407871198568,249.59600477042338,249.50089445438283,2.8393053167875406,2.829248509231695,2.8451643959991895,4113.031856894493,142,96,870,1462,0.5950752393980848,1.582958006075759,21.053626545950838,0.1493746666554696,2.7752638030075776,72.44904420549581,4.2570052483358936,0.3467445865245218,0.07932234525119214,0.9956814150502103,0.5079074502491655,1.34138351927048
0,0,58,248.0268231349539,248.24224643755238,248.02374965074043,2.9582842880229516,3.0938100030399043,3.0382207775385703,4782.06843817234,137,136,959,1735,0.5527377521613833,1.5761334706878383,21.662395460068012,0.14982342791031736,2.7731013239206668,72.16599340125961,4.1919496517422745,0.3691183743299012,0.07708339327432973,0.9956317381399338,0.5226696400429403,1.3085569015610816
0,0,45,252.5291777188329,252.61715296198054,252.54376657824935,2.5979974494546165,2.5775723217519415,2.6201598135626942,2542.559647321701,82,107,611,884,0.6911764705882353,1.4421169688854594,17.260338633290175,0.1503784470454126,2.7701384812120775,76.4002200214839,4.005710193543524,0.3741614943266873,0.10408401763594621,0.9957481866781058,0.6434939735395449,1.029787321420236
0,0,45,248.6151407055093,248.80618311533888,248.69242964724535,2.9130143572731604,2.8842255207075467,2.917095007758488,3024.1058892011642,98,124,650,1130,0.5752212389380531,1.5842886878120854,19.725885549650386,0.14974790921374093,2.773659033802317,76.63890591116017,3.9574202169266393,0.38313468007912194,0.09196548390872473,0.9954437028959001,0.5755011145676141,1.190077544455899
0,0,52,250.4500279173646,250.6675041876047,250.46984924623115,3.0699346707260786,3.037408562933048,3.029090472320216,5005.791309595108,111,127,1018,1816,0.5605726872246696,1.4930411249205502,20.237349316079758,0.1488740498431208,2.7779237648254167,80.28268565400167,4.670724883520332,0.334769449733419,0.07438021207649108,0.9949702465605228,0.5143281873455184,1.3852723264631197
0,0,40,251.70754319426885,251.91993257479984,251.71765697429413,2.8104191025079346,2.766574553770904,2.802144607379246,2731.2703261375427,101,79,591,1011,0.5845697329376854,1.5150215081982177,18.915138892221876,0.15201631623988252,2.762207647261205,78.53260497965447,4.085503385364552,0.36199340817748754,0.0998887460784238,0.9952664033822932,0.5835511445980537,1.1632142700311014
0,0,58,246.62096138691882,246.70475439978986,246.54951405306016,2.9516748408302,2.9156851414040785,2.9047761273709183,4989.288777589798,146,83,1034,1817,0.5690698954320308,1.612986115433568,21.371374060121525,0.14935975550293917,2.775653119283183,77.68745582466515,4.337515019613848,0.36713028911316525,0.08143444100287842,0.9953621925528183,0.5200635847737857,1.339951645891891
0,0,33,249.89755902360943,250.07162865146057,249.61944777911165,2.85446478901217,2.9186775875556146,3.128378595411457,2887.7972373962402,116,83,589,1093,0.5388838060384263,1.5358448163981984,19.895060892800398,0.14953725012832136,2.7746430892864815,76.57333073653925,4.083394724932705,0.3636891030927913,0.0946629731246021,0.9953604014320196,0.5424819420406307,1.2595813001343625
0,0,59,250.68418079096045,250.73333333333332,250.51977401129943,2.921424567576201,3.0730405390143507,3.2540984943722893,4212.9973706007,112,55,873,1551,0.562862669245648,1.6007194839954415,20.983192547309578,0.1530158978374061,2.7573867704597146,68.5231074603016,3.960617543347494,0.3708726833328058,0.09489731748010186,0.9959194072402746,0.5323229255005415,1.2660218299498807
0,0,55,251.48175787728027,251.50027639579878,251.27694859038144,2.7986263717750983,2.8166026234098167,3.0179350344023903,4402.068437218666,117,171,957,1522,0.628777923784494,1.4057074528685647,18.701736658416866,0.14961432465615848,2.7740612536099443,86.93940166441894,4.6938651506346645,0.3485929215445435,0.08428190791922212,0.9948286392843463,0.5492823277786248,1.2885153382787617
0,0,56,250.1575318855567,250.31437435367116,250.09341606342642,3.168213374057624,3.197470270187376,3.26501961200978,3734.757692217827,77,112,826,1321,0.6252838758516276,1.4921226193846058,19.074207810210208,0.14856549003386182,2.7792307009932484,87.30492194114261,4.835340174066173,0.3255419832485709,0.07604635494624731,0.9947833736046967,0.5385204278980408,1.3042225334648228
0,0,50,252.15304268846504,252.21071752951863,252.10808356039965,3.3407336980414146,3.418190577474333,3.7130422925933853,2434.635769724846,76,111,552,870,0.6344827586206897,1.5235847260821562,18.805127254805438,0.151926494713191,2.762747906554937,77.77334658606104,3.899944175153859,0.4000346188481019,0.12086367292022694,0.9954580507133766,0.6213778730593327,1.0596792634556975
0,0,54,252.10538641686182,252.27829820452772,251.99024199843873,2.705095783096218,2.651688029686098,2.7294585201852355,2895.897739291191,114,52,660,1031,0.6401551891367604,1.5694116263219986,19.341970140060244,0.1484480202563141,2.7798988761657744,78.68243485867742,4.113534611520494,0.3701126507227805,0.0904915227104929,0.995499291215839,0.5903184329049713,1.17345944496145
0,0,56,251.42087542087543,251.7651515151515,251.37247474747474,2.9135354461423417,2.7785065618812013,2.7877618438179326,2691.755607485771,72,54,653,929,0.7029063509149623,1.3931762412027526,16.639812073758726,0.14966374828092907,2.773639580311168,104.92130527700148,5.02560531692539,0.32776538476693484,0.08014577391507659,0.9943626613531124,0.6103052859024977,1.1185734695569844
0,0,70,247.61548159354513,247.65128593040848,247.5706001008573,3.282412731655946,3.3185525206805315,3.2765357203481065,5692.883798599243,57,84,1212,2028,0.5976331360946746,1.5587574261695425,20.55287606753803,0.14861929373982896,2.778843024143753,101.33358541104442,5.356785958835138,0.3122784108312745,0.06273593355130318,0.9941517677777602,0.5129488003872311,1.3772835126880212
0,0,38,252.6776135741653,252.83251231527095,252.6486042692939,2.5133594223190427,2.476241653180101,2.5564672639913013,2242.167729616165,64,42,498,814,0.6117936117936118,1.5368942658206972,19.060155435450373,0.14789940588463873,2.7825189966262975,100.79451114676287,4.613518403072838,0.3431773868547064,0.09017905656484672,0.9941684036762657,0.5944002898824573,1.1845204448590771
0,0,48,250.61527325370974,250.65363735070576,250.5175533840029,2.8116166827757,2.8351709532092784,3.0323326230416887,3861.066350340843,79,0,796,1415,0.5625441696113074,1.5846267262434017,20.97355254664425,0.146637557393329,2.7885798257182586,93.09601277348379,4.9761678800728415,0.3274402546874292,0.07598058822242179,0.9943199574299083,0.5680051539847889,1.2779970098829556
0,0,55,247.65539452495975,247.8962962962963,247.69694041867956,2.933908164016293,2.915813258579393,2.875507148939092,4293.576015114784,44,65,913,1559,0.5856318152661962,1.5998190411428508,20.72012071143688,0.14693486045065424,2.7870965433605637,89.92930764263478,4.861912684460857,0.32497748602832927,0.06679435422047347,0.9945536597373004,0.5142752659146215,1.3654609336362022
0,0,48,247.39914445541297,247.68542283645937,247.4995064165844,3.614294577969848,2.8876781624703742,2.878118035910971,3734.438931107521,112,64,783,1292,0.6060371517027864,1.5370623038097004,21.189363910665588,0.1507376586700667,2.768380210298676,83.1992160310657,4.564541268962447,0.32771640926068174,0.07365231910127326,0.9949523731848641,0.46529279621448244,1.4391548131716447
0,0,57,247.2649796393252,247.46451425247236,247.24171029668412,2.9148076123940223,2.8977720443573936,2.9064399990602148,3819.007474422455,199,133,839,1341,0.6256524981357197,1.58697105619499,20.57213113531733,0.1516949863173398,2.7635059916205638,72.23490650367222,4.130702133921355,0.361675791002789,0.08874771144588393,0.9955316895841905,0.48818688791359466,1.3625018226463221
0,0,54,250.03091060985798,250.17850181008075,250.1938178780284,2.9546638871866615,3.3165232077611875,3.194306353786583,5309.271534919739,65,86,1043,1906,0.5472193074501573,1.6387163996277365,23.236272971991205,0.1491368361741276,2.776347861381426,82.4643917265335,4.699009236599037,0.3337004024828384,0.07571027985090752,0.9948197589474655,0.5038805088489066,1.4215564978648878
0,0,69,250.3960960960961,250.5039039039039,250.32822822822823,2.7910490374596217,2.7686820646563812,2.837238778786836,4355.718151807785,78,66,947,1504,0.629654255319149,1.510217887585741,20.1169128417718,0.1486262231720503,2.7787887069984523,77.69680906185826,4.608514737574524,0.33785575681555974,0.08149382536395575,0.995267250321954,0.5411432886343657,1.307524016524729
0,0,50,249.0023217247098,249.23781094527362,248.98507462686567,2.884566569608537,2.89314908463941,2.886942546432869,4204.144556879997,96,88,840,1570,0.535031847133758,1.585406756371741,21.247950566209134,0.14938495836154556,2.7751762634510335,88.75568463149875,4.747381451152162,0.3392665846815283,0.07810016830113756,0.9948168586140067,0.49901282666392505,1.3745882944879486
0,0,45,250.69093231162196,250.8986802894849,250.7564921243082,2.8441583352753854,2.896092250442403,2.924239466251541,3268.348530292511,55,75,668,1226,0.5448613376835236,1.5349543759623125,20.020976871635533,0.14947780759707774,2.7745176990703264,75.34416357748805,4.21246927598243,0.33587228222297116,0.07773657959937155,0.9953903959778375,0.5522072503574023,1.25786710673509
0,0,38,248.78219940094138,249.0821566110398,248.89088575096278,2.883721408786101,2.8232958651971236,2.7976376019220717,2851.4297057390213,77,64,574,984,0.5833333333333334,1.4679200463649997,21.131034055848307,0.14852184668755392,2.7796728126808383,99.84576400614962,4.886994293655118,0.3410734084518454,0.08150689468161054,0.9938144563526107,0.5091676586608456,1.3899883615328947
0,0,48,250.79918699186993,250.9,250.8780487804878,2.8218657247087564,2.8481487354968307,2.8606820661861967,3310.8165675401688,50,36,717,1191,0.6020151133501259,1.5453676809902548,19.83677867459027,0.1482597446784315,2.780548745223374,100.84080264364303,5.020446210268949,0.3155463055836143,0.06945358667481988,0.9944733345022208,0.5803435314552903,1.1944191677340494
0,0,52,249.1978057437883,249.46337528234915,249.18844788641496,2.8872400726072707,2.87395718672276,2.8739208833464156,4358.747586727142,65,113,894,1588,0.5629722921914357,1.53992639186731,20.607978146215824,0.14773862173534652,2.7831256791055456,80.00095660153707,4.631146924718019,0.32741051589848336,0.06905532470972667,0.9951676215349107,0.4960396152142882,1.400698719129419
0,0,52,247.02255389718076,247.12205638474296,246.92669983416252,2.8381706634303696,2.826379130358998,2.8419273038640056,3916.09578537941,80,63,821,1414,0.5806223479490806,1.5261828010706604,20.161396013244396,0.14950446331883924,2.774684867928024,70.79436891816762,4.2997468653230335,0.332636559455828,0.07201014100193531,0.9949673238588254,0.4010564472610244,1.6371091805899907
0,0,56,250.47435897435898,250.6545209176788,250.44264507422403,2.7373221004101467,2.7431813034991768,2.771751765289718,3716.154662847519,86,53,831,1327,0.6262245666917859,1.5205740122529856,19.042465542033085,0.14814640038047142,2.78114745530456,84.35098815854394,4.710406501836522,0.33009397818013475,0.07787641910397275,0.9947904405447737,0.5352229341460607,1.3182827616720578
0,0,49,252.85220554797635,252.98772169167805,252.8631195998181,2.3485471792487016,2.317133573431586,2.396545091653397,2799.7312182188034,50,0,636,987,0.6443768996960486,1.5173475689714977,18.947132171395566,0.14880684490232343,2.7780629746268426,104.56574232317108,4.825432031970173,0.3345285518359997,0.0832065715526635,0.9944250080723533,0.6492914530479018,1.0478902068302287
0,0,65,248.5394247038917,248.58206429780034,248.43079526226734,2.9482942398162266,2.9981861074576552,2.929204001940803,3815.593260884285,53,38,835,1344,0.6212797619047619,1.5602583468830356,20.2411375667338,0.14878397283484218,2.777959251892638,79.7942358418506,4.559013785753313,0.32134575554959866,0.06686693023336471,0.9952480132617613,0.5162321662915478,1.3394761757640399
0,0,67,247.0220189701897,247.05453929539294,246.8960027100271,2.7594116335417893,2.767419525679418,2.7601176794348277,4078.7648334503174,69,79,855,1490,0.5738255033557047,1.536333481867478,20.06274922422485,0.14827431523999804,2.7806273124129586,81.86273928894167,4.695515009675064,0.323659245343607,0.06625053802851946,0.9949349508232754,0.5085304191407074,1.3774100713491062
0,0,51,251.76402640264027,251.92120462046205,251.76980198019803,2.804185866796373,2.792312502200577,2.8049600622624147,3093.3363403081894,83,65,686,1108,0.6191335740072202,1.529970873532354,19.26076685796723,0.1480548295997095,2.7815661580153273,86.29794111184799,4.59501645860756,0.3321247363688503,0.08148626076453547,0.9948549846949386,0.5810504868508872,1.2106837676524056
0,1,20,241.24063369728108,241.12952258617,241.0719332048812,2.903040570967069,2.9619234535905568,2.991597110920101,8398.42411160469,70,84,1350,2180,0.6192660550458715,3.3522435713069365,80.34168002690797,0.15865335338931982,2.7281367929346754,45.108165170949356,2.83835000957207,0.41732280148150364,0.09254284163854713,0.9968972731889832,0.4652460889056133,1.3253430235405324
0,1,22,250.88653594771242,250.9643137254902,250.9643137254902,3.0590594736106143,3.0402798642905067,3.0489526252020775,16044.310680508614,51,112,2454,3589,0.6837559208693229,3.0115247829849685,88.0198351457439,0.15852251399679787,2.7286242543980115,44.242494113029835,3.250975756126855,0.3998052408584091,0.08090673736124533,0.9970455590270828,0.47161683964987744,1.381204463617646
